station_avg_cycle_time,station_temperature_mean,station_vibration_mean,station_utilization,station_current_cycle_time,vehicle_avg_cycle_time,vehicle_cycle_time_deviation,vehicle_quality_event_count,defect
46.91,50.41,1.51,0.533,38.77,46.96,-11.42,0,0
105.94,61.99,1.8,0.734,101.96,104.53,-12.73,0,0
92.98,53.78,2.0,0.488,94.95,86.45,16.95,6,1
146.52,76.1,3.1,0.855,174.92,154.92,26.74,2,1
82.11,62.82,1.86,0.368,58.98,69.57,-15.95,0,0
54.05,57.23,2.13,0.577,30.0,51.71,-1.21,1,0
57.16,45.0,1.32,0.313,48.25,68.62,-9.17,0,0
131.38,83.16,3.0,0.507,141.9,123.74,1.42,3,1
114.19,66.16,1.98,0.679,116.39,98.62,29.07,1,1
52.13,45.91,2.12,0.425,34.61,30.97,-11.25,3,0
50.09,63.73,3.46,0.593,50.91,56.76,-6.9,6,1
124.12,61.77,5.76,0.598,103.27,131.45,-10.1,7,1
48.73,58.98,1.48,0.341,51.1,45.29,-34.19,0,0
138.62,63.6,1.8,0.696,136.84,125.91,-3.92,5,1
124.75,76.14,2.45,0.637,124.5,123.29,4.46,0,0
49.76,49.55,1.91,0.367,50.23,61.54,35.9,0,0
50.18,60.77,2.91,0.508,50.81,37.49,1.98,0,0
158.4,90.05,3.98,0.859,157.08,168.98,7.23,1,1
84.91,53.21,3.39,0.676,98.83,67.96,13.2,1,0
84.48,71.17,3.81,0.723,96.49,73.11,46.84,2,1
137.54,57.25,7.62,0.599,116.23,138.63,7.4,5,1
153.67,67.91,2.1,0.827,155.46,163.15,-25.22,1,1
158.32,67.44,1.94,0.713,147.61,173.04,16.77,0,1
130.41,73.14,2.67,0.742,118.03,140.32,-23.2,1,1
85.15,57.65,1.29,0.526,90.09,100.67,-9.3,2,0
50.02,53.52,5.06,0.628,45.54,51.84,-25.64,1,0
133.26,71.8,2.65,0.771,134.97,127.04,33.66,4,1
107.01,71.24,3.28,0.782,102.61,118.85,19.16,0,1
90.91,66.98,2.39,0.687,97.08,104.54,25.24,2,0
148.76,83.66,3.24,0.887,162.65,158.07,25.59,0,1
53.34,66.39,2.03,0.566,78.7,59.47,25.11,1,0
99.12,60.24,1.99,0.561,96.16,113.03,-7.23,3,0
41.36,45.0,1.93,0.305,30.0,44.78,-1.97,0,0
96.24,63.15,6.93,0.517,88.53,96.03,-13.15,4,1
46.76,45.0,1.72,0.3,50.92,54.01,-13.24,1,0
54.26,46.2,1.71,0.452,42.03,59.03,-17.64,2,0
54.1,57.72,1.32,0.444,33.2,62.96,31.93,2,0
117.91,64.41,4.41,0.644,109.76,116.59,-10.95,0,0
129.53,63.93,1.7,0.858,128.29,138.62,17.4,4,1
110.0,56.94,4.77,0.775,100.5,118.58,32.64,0,1
155.46,70.44,3.19,0.611,158.29,157.59,15.47,1,1
84.98,64.3,1.93,0.483,81.69,77.48,-15.83,4,0
74.29,62.35,2.44,0.472,81.21,86.69,-9.8,0,0
144.23,70.33,9.96,0.657,140.02,132.14,0.03,1,1
66.83,70.58,2.58,0.6,73.53,57.25,43.97,0,1
155.59,73.01,2.65,0.756,152.81,157.27,24.23,0,1
41.46,47.58,0.84,0.433,30.0,30.0,3.93,0,0
156.39,59.24,2.72,0.89,155.68,171.82,-4.03,4,1
45.18,48.59,0.86,0.538,30.0,45.33,-0.76,1,0
146.94,73.85,4.41,0.574,167.87,162.33,13.87,0,0
103.32,74.83,6.06,0.676,106.54,121.36,4.9,4,1
159.16,67.85,5.9,0.732,152.24,157.61,-19.21,0,1
48.86,50.67,1.01,0.344,39.21,62.34,-20.92,2,0
106.46,65.28,2.94,0.419,73.44,95.86,-10.59,1,0
156.32,73.62,2.37,0.744,176.41,160.65,-10.83,2,1
102.77,45.0,1.77,0.53,117.42,98.04,-3.93,0,0
115.53,63.74,4.16,0.527,115.36,122.49,0.45,2,0
123.49,73.56,3.37,0.728,129.89,132.32,9.15,4,1
94.54,55.84,4.23,0.671,80.76,92.95,13.19,0,0
115.31,60.11,3.83,0.524,99.44,120.76,-30.49,0,1
110.12,50.68,1.33,0.43,86.35,119.56,-34.38,6,1
148.14,57.33,2.73,0.864,151.48,150.02,25.19,0,1
45.45,53.01,0.99,0.3,52.19,70.84,33.54,0,0
73.72,59.43,2.12,0.676,70.64,72.34,-20.33,0,0
154.05,85.62,3.34,0.793,162.09,170.61,-11.2,0,1
146.83,75.76,6.5,0.649,159.56,158.29,16.19,1,1
94.68,54.79,1.87,0.463,72.44,76.08,-10.24,0,0
114.42,58.75,2.92,0.427,133.1,129.35,10.36,0,0
73.29,56.31,3.15,0.394,83.05,84.03,-9.17,3,1
62.57,55.72,3.37,0.323,63.2,63.72,13.27,2,0
95.64,63.4,3.6,0.612,106.97,99.33,1.39,0,0
82.4,61.45,2.0,0.394,89.93,87.33,-1.1,0,0
110.04,61.47,3.23,0.622,113.98,123.79,-18.39,6,1
49.33,45.0,1.69,0.464,63.75,45.2,21.45,5,0
156.93,71.34,3.44,0.67,152.9,172.79,-8.52,6,1
158.35,70.91,2.06,0.569,163.27,147.5,1.65,5,1
123.78,53.31,1.45,0.466,136.96,106.18,28.01,1,1
104.33,47.88,4.68,0.404,68.11,110.27,-36.95,0,0
77.14,61.38,2.0,0.607,82.54,89.73,1.14,6,1
137.66,64.81,2.55,0.62,146.75,135.86,-23.5,2,1
122.17,67.79,2.18,0.765,104.97,99.53,-18.03,2,0
59.51,48.69,0.95,0.431,59.52,44.6,23.19,2,0
149.31,82.27,3.09,0.709,141.97,153.67,-31.42,1,1
138.7,78.67,3.73,0.701,145.49,138.6,7.64,1,1
153.98,66.61,5.57,0.827,157.38,166.82,30.57,0,1
127.09,61.1,2.06,0.571,115.14,127.82,3.91,0,0
113.61,66.23,2.36,0.469,124.32,106.2,-5.16,1,0
90.19,63.57,2.86,0.573,84.63,93.28,-22.79,1,0
151.93,70.66,2.7,0.667,156.5,162.08,-32.45,3,1
143.93,62.35,5.16,0.689,161.47,157.44,36.89,0,1
45.43,45.41,1.24,0.475,31.93,44.32,-14.33,4,0
43.16,45.0,1.51,0.407,39.4,43.84,-34.32,0,0
85.18,60.81,2.59,0.584,78.9,92.97,-21.52,5,1
137.27,81.75,4.99,0.709,136.19,129.78,-19.94,0,0
158.47,71.75,3.35,0.851,189.37,165.84,6.54,1,1
58.05,46.44,1.0,0.537,62.26,55.73,45.1,0,0
111.3,63.12,1.79,0.628,115.61,110.54,18.77,0,0
85.71,66.8,5.97,0.609,92.17,85.73,11.95,0,0
156.39,67.3,4.26,0.899,167.52,157.69,27.12,2,1
141.05,79.74,2.62,0.676,120.67,160.19,22.82,0,1
140.6,68.06,4.47,0.667,169.5,135.91,23.96,5,1
96.24,57.66,2.6,0.674,80.16,92.07,17.9,2,0
89.78,48.32,1.8,0.582,110.22,104.25,-1.31,1,0
72.81,55.54,1.15,0.327,74.76,77.26,-14.55,1,0
46.77,51.75,3.18,0.577,48.48,54.44,-17.71,0,0
143.77,67.35,2.17,0.524,138.57,133.46,2.69,1,0
137.55,65.63,3.69,0.792,172.65,140.01,-29.79,2,1
159.97,74.85,2.31,0.863,172.49,168.07,30.11,0,1
159.6,75.53,4.72,0.94,166.61,152.85,-5.38,2,1
106.65,57.33,1.27,0.422,96.66,112.94,9.88,1,1
132.28,64.54,2.08,0.716,126.73,130.23,-27.83,1,0
153.37,61.55,1.96,0.711,156.2,146.92,21.42,2,1
141.96,87.85,3.33,0.638,131.55,152.09,19.69,1,1
69.68,45.0,1.48,0.325,72.34,81.06,3.18,0,0
94.07,61.56,1.99,0.587,86.06,95.35,5.5,0,0
55.5,45.0,8.01,0.438,64.32,60.01,-14.06,2,1
154.49,55.33,2.42,0.585,165.98,167.73,6.57,0,0
112.74,65.68,2.99,0.663,113.34,108.79,17.8,3,1
67.44,57.27,1.61,0.577,73.95,70.92,-2.2,1,0
120.6,77.14,3.22,0.749,131.14,116.74,32.74,2,1
114.18,71.04,2.26,0.785,100.32,103.99,-39.02,0,0
82.98,55.22,3.27,0.493,101.61,79.03,3.4,0,0
53.63,48.45,1.31,0.622,51.0,42.38,-35.89,3,1
120.59,79.78,4.68,0.788,132.69,124.84,11.74,0,1
102.44,66.02,2.46,0.506,109.24,94.72,-0.43,0,0
132.68,56.22,7.91,0.542,101.64,118.71,-18.69,0,1
102.42,61.16,1.75,0.561,93.76,109.85,8.99,0,0
142.26,70.54,2.03,0.668,153.7,149.04,0.61,0,0
106.23,60.74,2.8,0.629,107.56,102.93,51.18,4,1
107.31,68.88,6.52,0.635,116.29,114.34,19.04,0,0
145.2,79.49,4.13,0.816,150.62,137.14,3.25,3,1
88.42,57.16,1.36,0.549,102.15,84.69,-5.28,0,0
56.08,45.45,1.69,0.3,51.45,60.16,-18.71,3,0
43.45,62.35,5.14,0.554,59.62,53.79,15.95,2,0
130.62,72.52,2.16,0.596,118.77,126.79,-15.4,0,0
114.44,69.47,2.24,0.812,117.14,108.48,19.19,2,0
124.49,51.28,3.4,0.501,115.38,134.31,-6.04,0,0
65.56,60.24,4.78,0.66,71.42,71.68,1.51,3,0
56.36,52.34,2.78,0.3,47.02,57.85,-2.61,3,0
41.75,45.0,7.66,0.3,32.99,53.56,-7.11,0,0
82.07,54.19,1.19,0.345,68.51,101.54,-1.79,1,0
110.79,62.56,2.74,0.694,107.15,114.45,35.43,1,1
87.07,60.05,3.14,0.681,88.57,81.17,10.49,1,0
92.5,52.3,2.76,0.531,66.86,97.47,-5.2,0,0
148.5,75.16,4.68,0.897,126.82,140.3,3.32,0,0
81.79,67.55,5.6,0.561,81.73,94.21,-1.98,3,0
101.68,59.55,2.05,0.637,69.19,94.66,-33.59,0,1
134.04,78.87,2.6,0.82,136.13,132.11,-40.0,0,1
87.59,50.53,1.51,0.461,80.29,79.21,-40.0,0,0
114.65,68.15,3.56,0.566,120.47,116.47,16.37,0,1
143.48,74.85,2.65,0.873,140.88,145.66,5.33,2,1
153.94,79.61,5.07,0.902,178.82,161.37,9.78,1,1
57.65,56.29,1.55,0.644,68.7,58.85,48.05,1,1
151.19,81.03,2.68,0.894,138.93,151.65,-6.75,2,1
99.05,45.0,1.56,0.428,92.2,93.32,-40.0,3,1
70.99,47.77,2.61,0.622,89.76,68.13,22.9,0,0
95.1,61.91,2.16,0.529,85.31,81.17,16.0,0,0
157.6,64.56,3.75,0.949,163.95,171.54,16.14,0,1
99.11,56.81,2.07,0.566,115.29,98.17,29.25,3,0
79.45,56.53,1.47,0.54,71.76,95.86,-35.54,1,0
116.01,59.1,1.49,0.64,130.28,114.8,8.84,0,1
68.82,47.36,2.5,0.415,54.2,49.8,-22.25,0,0
49.1,48.27,1.43,0.3,30.0,44.6,-0.14,4,0
55.47,62.0,5.18,0.605,70.3,55.44,34.78,0,0
55.37,47.27,1.8,0.567,59.97,56.02,-4.32,0,0
58.23,45.0,1.14,0.31,58.49,65.0,11.86,2,0
56.66,48.9,1.38,0.561,42.76,58.4,-22.73,3,0
116.9,49.11,0.96,0.681,106.37,113.54,-5.58,1,0
61.83,52.49,2.3,0.429,72.21,52.68,-4.06,2,0
81.48,60.92,2.76,0.426,80.92,77.42,32.14,1,0
147.61,82.43,5.16,0.867,151.54,153.66,-17.47,2,1
96.88,56.2,1.51,0.651,100.54,105.46,3.42,1,0
120.11,57.24,1.75,0.659,139.4,113.37,34.29,4,1
60.68,53.4,1.16,0.506,67.48,70.75,-31.61,0,0
63.07,54.41,1.59,0.306,51.49,68.77,1.97,2,0
44.9,49.43,1.6,0.404,30.0,36.03,-5.45,2,0
60.27,51.02,5.85,0.338,62.09,62.74,-11.35,3,0
73.43,60.1,2.99,0.384,58.02,77.13,14.18,1,0
61.24,48.72,3.01,0.528,45.62,50.6,23.08,1,0
50.64,52.47,1.54,0.596,66.36,37.06,19.7,0,0
54.48,61.24,1.71,0.405,61.04,59.21,-2.06,3,0
95.29,55.64,1.58,0.449,96.9,90.75,-25.24,4,0
64.76,45.69,0.99,0.534,48.57,79.88,-4.85,1,0
83.71,56.36,2.49,0.68,106.78,100.92,8.77,0,0
100.41,57.01,1.85,0.681,114.37,105.13,5.31,1,0
122.85,72.33,5.06,0.796,123.12,132.36,-8.81,0,1
44.72,45.0,7.2,0.429,35.11,34.48,-15.33,0,0
135.93,73.5,2.84,0.789,140.64,122.61,2.88,0,0
115.35,55.7,2.97,0.482,107.25,113.93,-26.21,2,0
49.81,45.0,2.11,0.369,71.73,36.95,29.61,3,0
144.83,72.13,2.45,0.67,141.61,147.91,-15.35,0,1
150.5,73.52,5.96,0.736,140.41,142.67,-3.03,5,1
47.33,57.06,1.56,0.594,66.26,49.23,3.63,1,0
73.23,54.01,3.04,0.649,67.38,71.49,8.78,4,0
136.74,60.16,2.05,0.544,145.06,143.12,14.88,0,0
129.79,67.24,2.52,0.538,136.67,133.05,12.56,1,0
62.14,61.69,2.41,0.409,57.63,58.1,-23.3,1,0
65.12,51.14,3.87,0.392,49.28,51.44,-11.39,0,0
84.46,61.62,1.72,0.579,83.46,86.08,28.34,5,1
98.14,62.36,1.63,0.736,86.82,80.72,-11.82,3,0
114.19,58.01,2.05,0.807,118.06,126.65,20.82,2,0
84.27,65.77,1.83,0.594,93.43,89.56,4.4,0,0
95.5,69.73,3.73,0.702,118.15,103.93,5.75,0,0
129.7,72.91,4.32,0.679,118.23,120.0,-2.38,0,0
44.4,45.0,3.39,0.3,35.4,47.96,-19.48,2,0
70.29,58.74,3.37,0.501,62.01,63.63,12.06,0,0
125.6,73.57,5.94,0.679,130.46,127.09,-12.94,6,1
147.42,85.44,5.0,0.819,133.55,137.44,3.03,0,1
101.4,65.43,5.85,0.472,87.7,100.57,12.56,0,0
103.85,61.0,1.78,0.539,82.33,90.07,-3.1,4,0
52.86,45.0,1.54,0.384,31.28,51.26,-21.03,2,0
93.69,65.26,9.37,0.745,88.66,77.25,0.83,1,1
103.91,63.12,3.3,0.569,123.35,121.39,-3.5,3,1
69.1,61.56,4.66,0.589,73.05,70.7,-1.83,5,1
72.31,66.75,1.85,0.597,73.03,72.37,-9.06,3,0
85.27,54.68,4.16,0.442,98.28,92.03,-7.2,4,1
42.41,63.47,3.4,0.436,43.73,30.0,12.01,0,0
78.65,47.82,0.95,0.674,85.85,70.84,21.31,1,0
65.37,55.9,1.19,0.466,57.02,70.68,14.78,2,0
79.3,55.2,1.56,0.696,73.57,80.91,1.49,1,0
54.37,45.0,4.21,0.329,33.22,47.17,15.87,1,0
146.86,65.87,3.41,0.55,138.66,153.34,-16.29,4,1
111.23,57.24,5.01,0.77,111.27,114.26,23.15,0,1
121.49,68.18,2.78,0.784,129.3,126.55,20.28,1,1
134.7,73.98,6.38,0.881,139.88,138.6,3.31,1,1
99.81,70.58,2.97,0.651,96.46,93.0,2.34,0,0
50.43,45.0,0.84,0.606,39.61,49.67,13.24,0,0
104.45,71.63,2.34,0.724,111.73,85.88,15.55,2,1
110.42,67.48,9.48,0.749,107.43,105.31,3.21,4,1
129.45,75.52,2.94,0.696,135.62,127.0,-5.02,1,1
91.8,54.96,1.36,0.508,67.01,98.07,-29.03,1,1
55.31,45.96,0.57,0.62,59.74,60.43,4.17,2,0
74.05,45.96,1.06,0.475,80.52,66.53,-17.37,8,1
83.57,48.65,4.02,0.546,89.93,75.83,16.36,0,0
117.51,67.75,3.01,0.611,115.37,130.58,-33.01,1,1
108.49,73.9,3.74,0.631,120.11,105.55,11.33,1,0
82.73,52.87,4.81,0.516,65.78,83.87,-13.46,1,0
158.38,74.02,3.32,0.574,156.8,166.23,-8.7,0,1
112.69,57.01,3.95,0.771,113.79,111.9,-4.43,5,1
68.47,54.61,1.66,0.463,78.17,66.95,-40.0,0,0
52.21,55.82,6.81,0.472,30.0,49.06,-19.06,0,1
58.34,45.0,0.62,0.311,39.86,53.25,-24.86,0,0
69.51,48.0,2.62,0.3,84.48,70.94,-7.91,2,0
59.28,54.3,2.68,0.356,30.0,41.06,41.54,2,0
62.39,45.0,0.82,0.549,71.14,58.78,-20.62,0,0
74.21,60.54,2.17,0.342,60.65,79.61,0.35,0,0
60.8,58.75,1.89,0.626,64.38,65.04,-12.53,0,0
147.61,73.88,2.38,0.609,164.75,161.72,-7.85,2,1
49.63,45.0,1.82,0.311,47.36,58.0,-25.38,4,0
102.94,46.42,8.18,0.461,117.38,107.02,27.53,0,0
89.25,57.46,2.48,0.353,78.41,89.53,16.26,1,0
157.89,76.16,3.55,0.862,158.81,153.32,-10.7,0,1
53.44,54.5,1.13,0.59,62.69,58.48,21.04,1,1
87.74,67.0,2.04,0.589,82.25,90.98,-21.39,1,0
156.34,75.89,3.43,0.624,163.99,152.59,-3.39,1,0
143.86,82.17,9.05,0.626,158.58,135.19,19.58,0,1
138.05,70.4,5.16,0.685,150.16,137.52,-11.97,3,1
70.95,54.17,1.67,0.675,53.49,82.51,-22.04,3,1
60.51,48.27,1.87,0.36,51.62,61.61,-4.0,8,0
120.24,70.78,3.25,0.733,126.29,120.52,3.7,0,0
151.53,79.1,4.28,0.71,150.81,155.76,-19.77,0,1
106.81,50.24,2.56,0.52,106.16,111.62,39.87,1,1
108.59,62.55,3.89,0.588,111.9,111.08,-13.54,2,0
73.6,62.04,1.56,0.329,61.86,73.18,11.28,5,0
132.34,69.58,6.29,0.796,133.95,127.26,11.53,0,1
62.45,56.5,1.3,0.365,43.57,72.49,-23.94,3,0
78.84,61.95,2.49,0.607,73.24,74.57,5.54,1,0
91.05,61.36,5.26,0.38,68.34,106.78,-26.49,0,0
100.91,60.09,2.41,0.765,105.61,102.46,3.62,0,0
69.09,45.34,0.62,0.364,62.06,69.62,11.32,3,0
53.78,54.57,1.46,0.594,42.68,61.38,-15.6,0,0
113.27,56.36,2.48,0.744,137.57,106.74,19.55,1,1
74.64,58.08,1.42,0.691,73.51,80.37,-10.93,1,0
109.75,64.74,2.51,0.6,113.2,110.9,4.88,0,0
58.52,66.43,2.38,0.547,49.79,62.63,-2.46,2,0
97.74,62.02,4.05,0.521,91.19,90.9,-9.87,0,0
103.91,63.1,1.76,0.465,105.11,96.98,-32.36,2,1
46.22,56.48,2.91,0.396,38.15,30.0,10.02,0,0
80.39,46.49,1.37,0.387,76.18,75.82,33.72,0,0
56.13,54.79,2.42,0.641,66.64,51.03,7.77,2,0
47.6,63.12,1.93,0.3,35.39,40.93,-17.14,4,0
158.8,74.57,3.69,0.792,146.65,157.64,-2.33,0,1
78.68,65.28,3.4,0.567,59.7,79.33,11.14,1,0
137.18,76.49,2.5,0.707,156.58,142.18,32.73,0,1
70.56,45.65,3.15,0.557,80.86,76.21,21.56,3,0
121.78,64.24,4.62,0.492,127.49,128.29,10.87,7,1
131.23,69.6,2.07,0.696,127.91,138.15,10.5,1,0
111.48,63.76,3.01,0.529,94.07,114.23,-6.58,0,0
96.59,59.36,2.71,0.746,96.12,97.14,-17.44,3,0
89.42,53.42,1.02,0.653,89.36,98.71,-6.84,1,0
81.86,58.31,1.93,0.715,70.58,88.8,-11.46,1,0
151.54,67.29,7.04,0.55,132.9,136.72,-4.06,0,1
139.67,76.07,3.58,0.613,119.17,137.95,-40.0,1,1
155.8,83.23,6.85,0.626,164.2,137.77,13.4,1,1
54.92,57.01,2.91,0.3,34.45,36.69,-40.0,0,0
127.7,70.68,2.08,0.56,130.62,122.62,8.86,0,0
152.6,67.59,1.98,0.809,152.01,151.32,20.76,1,1
61.75,46.84,2.53,0.358,63.98,57.51,17.22,1,0
47.98,50.85,2.06,0.428,48.56,30.22,-15.83,0,0
128.93,66.96,2.02,0.822,130.59,136.69,12.05,0,0
108.94,68.99,3.37,0.684,112.19,101.87,14.3,0,0
141.02,74.22,4.75,0.661,140.91,145.91,30.65,4,1
56.77,53.75,3.12,0.399,45.37,49.98,0.88,0,0
135.43,75.71,2.77,0.669,148.56,130.46,25.04,3,1
64.2,45.0,0.95,0.343,53.99,68.53,-12.97,1,0
59.64,59.79,6.54,0.513,56.85,56.15,-16.73,2,0
59.71,45.71,3.82,0.405,38.83,61.42,5.11,4,0
137.75,66.43,2.36,0.834,145.72,140.52,19.79,0,1
119.82,71.75,4.71,0.742,115.34,105.55,-13.68,2,1
102.77,71.24,2.34,0.633,97.7,107.55,-24.35,2,1
83.06,59.25,1.68,0.475,70.48,73.68,-4.07,7,1
145.26,68.43,2.21,0.6,143.77,134.15,0.04,0,1
87.09,63.03,1.72,0.652,64.05,79.83,-7.31,1,0
137.99,70.37,4.92,0.689,147.95,146.14,20.92,7,1
92.7,48.72,2.02,0.448,89.19,76.69,16.77,0,0
85.23,45.93,1.01,0.414,75.9,91.74,-4.52,6,0
95.52,56.09,4.0,0.433,73.6,98.92,-28.88,3,0
76.17,58.97,3.77,0.619,81.75,76.91,-10.27,0,0
129.71,65.05,1.86,0.561,121.32,132.18,-14.94,0,0
100.33,66.07,3.31,0.592,115.83,97.43,5.59,0,1
67.87,51.78,2.83,0.464,70.99,74.69,-7.7,0,0
147.95,76.53,4.28,0.756,169.48,143.68,6.36,1,1
86.07,60.62,3.36,0.689,89.49,69.82,3.04,5,1
105.23,78.62,2.8,0.743,121.02,104.45,-3.68,1,0
148.78,72.05,2.69,0.707,156.47,156.79,9.64,1,1
114.91,75.89,5.14,0.431,106.11,119.83,28.5,0,1
54.03,52.38,4.37,0.413,52.53,72.17,-3.75,1,0
152.78,72.44,2.64,0.781,146.39,150.25,-15.47,1,1
115.32,58.73,1.36,0.649,141.13,113.72,18.42,2,0
80.19,47.96,3.62,0.581,78.6,77.86,-15.11,1,0
56.71,45.0,1.21,0.312,51.26,48.95,-5.38,4,0
135.28,64.25,2.25,0.744,142.85,130.55,-8.43,2,1
114.41,63.83,2.27,0.496,99.29,104.02,-26.82,0,0
104.02,60.73,2.25,0.692,121.72,81.08,-6.96,0,0
147.27,71.33,2.79,0.657,136.11,141.46,-17.47,0,1
134.63,79.86,3.85,0.768,122.97,134.87,-24.58,0,1
58.2,47.12,0.75,0.3,50.2,64.51,19.02,0,0
77.41,69.55,7.31,0.475,59.56,71.65,-1.16,1,1
69.82,48.03,4.82,0.571,87.99,64.18,26.04,0,0
129.27,63.8,5.71,0.559,125.68,139.58,-26.25,1,1
44.02,47.58,3.83,0.53,30.0,30.71,-12.3,0,0
108.39,70.75,3.66,0.657,111.94,106.75,9.32,1,0
131.5,53.28,1.37,0.71,140.33,141.07,34.16,6,1
145.21,59.61,1.45,0.657,141.3,138.13,-15.51,1,0
81.05,55.81,1.31,0.516,63.1,65.71,-32.13,1,1
138.55,81.51,3.28,0.735,140.0,155.62,4.16,2,1
53.28,51.79,1.96,0.429,44.07,61.27,-16.73,0,0
141.57,62.88,9.07,0.784,133.55,149.88,26.69,0,1
55.3,45.0,1.36,0.419,38.92,54.41,1.57,7,0
87.67,66.96,2.93,0.424,86.03,94.08,-5.97,2,0
135.68,61.82,3.29,0.573,145.96,110.77,0.05,0,0
57.99,45.0,0.8,0.3,57.53,53.62,-2.51,0,0
67.51,62.04,5.57,0.403,42.83,76.99,-40.0,1,0
126.67,76.57,3.52,0.76,137.25,112.71,6.04,5,0
126.4,78.8,3.01,0.777,139.21,123.07,-2.36,1,1
116.94,55.19,5.21,0.512,131.9,120.13,18.87,0,0
123.27,60.15,2.88,0.833,116.54,115.43,-19.52,1,1
105.13,63.11,2.58,0.596,104.37,105.2,11.91,0,0
70.22,60.81,2.75,0.657,78.17,74.07,13.75,0,0
81.48,61.45,3.56,0.607,75.3,84.5,-0.22,0,0
61.79,64.97,1.95,0.554,67.5,57.78,25.42,1,0
149.01,55.74,4.15,0.561,147.95,140.72,-34.46,2,1
110.01,66.47,6.6,0.498,97.81,113.97,1.89,2,0
88.1,45.73,1.8,0.348,73.92,91.49,-7.89,2,0
95.44,68.13,3.61,0.653,111.49,98.34,6.69,2,0
153.67,68.2,4.84,0.679,143.29,154.82,-22.86,3,1
58.4,48.81,1.43,0.57,43.78,61.8,-32.86,0,0
110.35,57.45,8.65,0.547,113.41,119.12,17.59,0,0
100.71,54.23,2.77,0.71,102.54,103.81,15.1,0,0
113.37,60.6,2.26,0.472,95.08,114.35,23.23,0,0
42.17,45.0,2.2,0.3,30.0,36.9,29.25,0,0
144.65,74.96,3.4,0.65,135.86,158.51,-32.26,4,1
151.85,76.23,2.55,0.699,146.13,140.62,-5.64,0,0
107.82,73.06,4.57,0.543,136.97,105.79,19.09,0,1
123.6,71.51,3.34,0.756,123.09,118.51,17.06,0,1
150.7,72.02,4.5,0.571,139.54,132.43,20.1,0,1
124.87,74.91,2.55,0.595,149.03,128.41,-6.44,0,0
58.3,50.6,2.0,0.59,68.76,56.27,-4.51,0,0
109.15,48.31,2.88,0.434,114.54,109.47,27.37,4,1
112.81,69.71,8.66,0.795,106.72,111.02,-33.16,0,1
90.9,53.86,4.27,0.747,108.14,98.43,-10.76,0,0
128.37,80.45,5.62,0.501,136.18,137.19,11.78,3,1
152.12,80.83,3.08,0.653,154.95,141.11,38.39,0,1
151.07,86.36,5.71,0.682,132.12,168.72,-39.66,1,1
94.1,62.87,1.85,0.673,95.32,91.7,1.68,0,0
53.59,55.37,1.45,0.479,71.93,59.46,19.15,2,0
158.18,72.32,2.31,0.812,165.07,159.98,29.9,2,1
140.67,78.91,5.46,0.805,140.25,141.72,7.83,0,1
54.96,45.0,0.67,0.3,46.22,60.53,-37.52,5,1
150.5,57.89,1.5,0.865,153.89,163.68,-21.45,1,0
144.39,67.51,2.27,0.795,138.7,152.16,21.85,2,1
102.26,52.09,2.2,0.618,102.12,99.83,7.85,2,0
110.95,77.71,5.65,0.769,131.64,110.11,-9.92,1,1
87.88,72.99,2.99,0.624,104.31,82.25,17.1,2,1
46.57,45.0,1.69,0.3,31.53,53.72,-1.99,0,0
80.22,64.89,1.97,0.493,93.39,86.12,-38.32,0,1
136.34,75.78,2.81,0.687,147.21,132.92,-32.36,0,1
40.56,45.0,0.72,0.3,42.16,53.82,6.39,0,0
80.02,58.32,2.09,0.702,87.24,90.76,40.25,7,1
87.78,50.48,2.17,0.395,72.51,106.02,-2.89,4,0
104.49,69.22,2.45,0.672,101.07,96.59,-40.0,0,1
150.38,63.8,4.43,0.734,163.05,149.38,-22.69,0,1
81.56,51.42,6.85,0.335,61.78,79.6,1.37,1,0
81.63,56.31,1.37,0.695,71.04,107.67,7.93,0,0
128.5,74.24,2.28,0.806,136.3,128.6,0.4,2,0
94.27,58.43,3.65,0.573,84.24,106.92,-13.72,1,0
66.95,47.11,0.94,0.372,72.29,77.3,16.96,1,0
94.29,54.44,1.72,0.412,81.47,93.45,13.48,2,0
56.9,64.19,2.4,0.396,55.76,57.46,11.92,0,0
61.17,46.9,4.34,0.366,60.42,66.39,-17.55,0,0
99.8,53.74,2.64,0.582,93.66,112.38,13.11,0,0
90.27,67.56,1.92,0.737,90.14,88.55,-6.42,2,0
149.78,71.95,2.14,0.759,144.81,144.7,-13.32,0,1
83.49,51.28,1.21,0.686,84.99,92.81,-10.78,4,0
109.67,80.31,3.19,0.669,99.52,98.2,-4.7,0,0
115.87,61.86,2.51,0.618,113.54,118.4,9.1,1,0
41.57,48.75,3.45,0.547,49.48,52.17,-32.41,0,0
119.62,66.25,2.34,0.627,106.53,123.93,-19.7,6,1
61.36,68.1,2.59,0.612,55.75,55.69,-11.1,0,0
155.33,59.61,1.98,0.663,162.8,145.32,22.39,1,1
57.84,49.73,0.8,0.305,30.0,69.71,-29.52,5,1
89.75,76.86,7.07,0.691,113.85,88.0,6.09,0,1
50.24,51.58,1.12,0.466,60.1,41.23,19.5,1,0
159.62,69.66,2.49,0.915,147.46,171.01,-5.37,1,1
100.26,61.11,1.67,0.756,78.13,108.27,16.53,0,0
111.45,60.56,2.45,0.436,108.52,100.93,-4.17,1,0
48.05,58.64,5.35,0.425,31.1,73.19,25.42,1,1
130.0,64.12,1.81,0.62,141.93,124.59,43.1,0,1
