avg_cycle_time,cycle_time_std,cycle_time_trend,throughput,temperature_mean,vibration_mean,utilization,current_cycle_time,high_risk
63.65,6.31,-0.016,38.0,58.12,3.41,0.779,67.55,0
152.75,15.28,0.159,21.78,69.23,6.24,0.92,135.9,1
55.81,5.32,0.039,42.26,67.66,1.34,0.674,58.4,0
43.89,2.13,-0.012,26.97,54.74,1.3,0.363,42.89,0
155.59,21.76,0.112,19.91,75.55,6.6,0.943,158.55,1
47.24,2.82,-0.139,37.05,55.67,2.42,0.539,53.83,0
77.31,7.7,0.019,35.76,71.55,2.21,0.792,78.85,1
140.37,25.41,0.229,20.51,85.11,11.79,0.925,108.08,1
131.96,18.04,0.296,24.06,92.44,11.22,0.988,168.77,1
88.33,17.78,0.154,32.13,75.92,6.22,0.776,99.33,1
92.94,13.94,0.125,34.21,84.76,3.7,0.86,68.88,1
98.2,6.9,-0.0,30.15,69.16,4.91,0.845,101.5,0
86.53,4.16,-0.078,24.74,65.16,4.0,0.601,88.61,0
81.27,3.08,0.047,27.85,57.99,1.83,0.666,80.84,0
84.12,7.89,0.048,33.17,97.84,5.22,0.852,77.73,1
67.52,14.17,0.153,40.11,82.24,7.96,0.821,58.67,1
97.48,11.54,0.086,28.32,74.9,6.94,0.755,93.66,1
63.56,16.6,0.086,43.34,71.15,7.63,0.759,75.33,1
55.11,1.83,-0.113,24.58,49.26,2.49,0.384,56.27,0
93.6,8.84,-0.048,34.06,76.13,3.32,0.846,95.27,1
51.64,4.83,-0.14,34.79,53.46,2.48,0.566,57.29,0
77.31,6.81,0.098,41.71,75.27,2.19,0.88,79.93,1
85.93,6.42,-0.048,36.81,65.22,2.0,0.903,81.02,0
142.66,12.7,0.156,21.81,76.6,5.65,0.869,137.9,1
60.21,3.45,-0.086,37.39,73.92,1.81,0.694,59.42,0
52.0,3.57,-0.008,32.08,50.29,1.15,0.472,48.21,0
50.33,3.12,-0.043,36.64,62.98,1.71,0.509,52.48,0
109.62,12.01,0.182,23.73,71.07,9.41,0.825,96.9,1
118.37,16.11,0.099,20.09,78.11,4.88,0.771,76.98,1
37.53,4.21,0.003,46.69,61.98,1.01,0.539,41.79,0
40.21,4.06,0.01,43.94,62.98,1.81,0.529,36.71,0
66.42,11.95,0.09,41.52,90.92,3.47,0.81,66.32,1
46.77,2.55,-0.016,36.45,58.26,2.3,0.463,45.48,0
61.92,10.39,0.097,43.95,81.69,6.91,0.862,70.61,1
72.01,11.3,0.138,39.75,97.05,3.21,0.872,65.36,1
57.87,3.3,-0.032,28.15,48.49,0.72,0.473,52.17,0
52.97,1.86,-0.036,34.96,55.0,2.02,0.553,54.74,0
174.64,19.84,0.212,19.13,83.88,10.33,0.898,196.76,1
65.78,3.9,-0.049,38.21,60.81,1.85,0.7,64.89,0
81.75,4.33,0.009,30.25,68.1,2.45,0.747,80.76,0
105.98,16.86,0.105,23.0,71.29,6.97,0.701,105.07,1
147.66,15.83,0.237,23.08,69.92,5.92,0.947,144.67,1
147.89,17.95,0.228,23.57,92.15,7.83,0.981,193.08,1
100.37,13.69,0.188,30.08,81.07,7.25,0.824,79.48,1
87.44,3.68,-0.012,23.75,70.09,3.22,0.657,86.56,0
54.93,2.83,-0.114,24.51,50.85,1.86,0.39,53.22,0
66.71,8.47,0.062,43.02,82.81,6.79,0.829,70.76,1
116.31,16.11,0.221,24.0,73.2,4.37,0.847,131.67,1
85.14,5.04,-0.011,38.74,68.96,4.06,0.886,89.75,0
139.14,18.34,0.134,25.0,69.97,3.37,0.966,168.05,1
39.39,2.49,-0.174,34.46,50.94,0.7,0.384,34.7,0
94.98,5.28,-0.001,31.01,75.55,3.47,0.841,101.76,1
54.04,3.18,-0.054,38.64,53.08,1.28,0.584,48.47,0
75.05,6.81,0.013,38.36,80.72,4.67,0.845,78.62,1
52.0,4.59,-0.153,24.49,57.23,2.12,0.413,48.77,0
43.98,2.17,-0.145,46.66,64.24,1.39,0.548,41.95,0
55.59,2.92,-0.045,29.39,57.5,0.71,0.459,52.82,0
86.18,12.81,0.181,28.73,78.07,4.69,0.799,99.93,1
65.11,6.01,0.147,43.38,88.83,4.29,0.892,59.83,0
100.56,17.33,0.113,27.47,68.4,5.0,0.88,106.23,1
145.86,17.43,0.206,23.62,85.71,10.15,0.926,123.7,1
60.83,7.27,0.003,37.53,57.99,2.46,0.7,57.34,0
87.73,7.42,-0.085,30.03,59.5,2.35,0.714,67.68,0
120.39,22.4,0.212,28.38,69.35,4.34,0.911,133.84,1
70.8,5.0,-0.006,37.93,61.8,1.7,0.771,78.14,0
169.69,20.2,0.161,20.56,88.27,9.99,0.985,196.3,1
48.66,1.82,-0.029,35.57,57.4,1.53,0.551,47.55,0
143.99,28.35,0.268,24.9,89.84,7.8,0.953,127.86,1
44.38,1.43,-0.081,47.38,63.08,0.62,0.568,45.24,0
150.66,22.22,0.26,19.24,84.35,6.98,0.922,206.01,1
93.98,7.0,0.008,35.54,65.95,3.77,0.906,91.12,0
172.28,21.0,0.204,19.6,89.87,10.03,0.928,140.99,1
46.3,4.27,-0.073,32.49,59.19,1.96,0.435,39.72,0
103.67,8.18,0.208,24.66,73.27,5.61,0.795,98.15,1
169.8,16.2,0.217,19.28,91.7,8.4,0.973,168.24,1
99.93,4.02,-0.046,30.24,68.39,2.21,0.935,102.66,0
91.31,15.31,0.186,31.57,76.56,7.2,0.79,89.19,1
66.58,6.68,0.136,41.2,90.18,2.83,0.737,70.53,1
73.76,9.45,0.092,41.34,72.89,2.09,0.821,66.49,0
75.51,11.84,0.24,35.52,82.75,4.97,0.868,80.8,1
118.72,8.17,0.241,25.78,68.17,6.26,0.813,126.13,1
141.87,21.61,0.133,23.69,77.77,6.39,0.975,111.22,1
45.36,4.91,-0.064,43.17,64.21,1.88,0.567,40.87,0
60.19,4.52,-0.035,40.79,56.98,1.32,0.693,56.66,0
154.18,21.22,0.245,23.6,88.13,10.08,0.971,152.55,1
142.24,14.3,0.201,23.05,75.37,6.71,0.978,166.48,1
99.95,7.48,-0.044,32.95,69.67,2.11,0.902,106.87,0
84.41,9.94,0.246,33.3,78.22,5.94,0.811,81.49,1
86.59,6.37,-0.027,34.15,58.62,2.72,0.79,94.84,0
76.14,7.2,0.07,30.91,58.39,2.56,0.66,81.48,0
69.09,4.02,0.001,44.24,76.81,3.4,0.956,64.04,1
54.25,7.53,0.08,39.78,56.09,2.12,0.636,51.71,0
80.24,11.01,0.114,36.68,80.11,6.04,0.882,75.78,1
48.14,1.37,-0.093,35.51,56.88,1.23,0.495,45.3,0
173.15,17.88,0.248,16.02,81.26,9.65,0.885,215.84,1
139.11,24.36,0.177,25.72,87.83,10.14,0.947,159.05,1
107.2,5.04,0.162,22.19,97.25,3.49,0.713,110.95,1
84.43,8.3,0.064,33.61,65.77,2.01,0.857,86.15,0
59.66,3.31,-0.068,36.25,73.3,1.59,0.627,62.54,0
65.45,11.14,0.059,41.28,73.39,9.31,0.759,97.1,1
88.95,9.34,0.082,35.2,85.51,5.07,0.868,71.62,1
68.82,3.47,-0.092,33.32,58.74,2.61,0.625,64.18,0
121.78,24.16,0.272,24.91,81.75,4.46,0.975,176.41,1
106.75,19.95,0.136,24.04,73.35,6.52,0.749,157.11,1
137.78,22.72,0.191,22.28,77.56,6.36,0.969,153.23,1
72.66,6.9,0.168,34.41,89.4,3.6,0.706,83.19,1
111.98,11.6,0.153,27.64,81.33,7.09,0.917,108.36,1
88.64,4.66,-0.009,28.7,72.35,4.9,0.827,80.38,0
143.77,24.12,0.143,21.12,84.5,6.85,0.94,177.16,1
143.71,16.37,0.131,21.75,74.67,5.92,0.925,164.87,1
43.47,2.17,-0.138,29.57,49.61,1.26,0.416,42.24,0
43.14,3.67,-0.037,41.24,64.3,0.64,0.495,39.11,0
88.35,7.31,-0.07,27.17,58.45,2.88,0.672,90.63,0
98.0,12.48,0.195,27.49,71.16,9.61,0.834,72.89,1
155.09,28.4,0.282,20.53,85.54,8.13,0.924,165.05,1
50.05,4.62,-0.06,50.83,69.54,2.18,0.814,43.33,0
95.84,10.13,0.171,32.11,78.47,6.04,0.892,75.69,1
68.38,3.93,0.015,35.36,57.07,1.75,0.71,69.27,0
169.94,22.93,0.252,19.08,90.86,9.15,0.917,174.72,1
76.28,11.24,0.213,34.58,75.6,9.05,0.717,71.74,1
82.92,16.67,0.196,32.75,77.07,8.28,0.742,85.17,1
87.18,7.39,0.015,35.15,68.36,3.51,0.896,85.73,0
96.05,5.57,0.08,29.24,65.35,4.54,0.91,90.71,1
65.26,4.78,-0.033,37.67,67.42,1.66,0.67,59.62,0
55.31,2.91,-0.009,25.24,48.3,1.78,0.412,58.28,0
158.5,20.25,0.238,18.31,68.21,5.93,0.861,166.95,1
84.53,11.01,0.153,26.35,81.28,7.37,0.717,72.55,1
170.0,15.77,0.176,16.95,89.14,7.22,0.94,159.94,1
174.46,24.22,0.205,18.84,85.06,8.66,0.932,175.37,1
112.02,9.22,0.117,22.89,70.39,7.17,0.756,115.82,1
64.27,19.48,0.199,47.35,86.8,7.6,0.831,86.12,1
149.85,16.5,0.239,22.03,71.57,3.43,0.884,162.41,1
76.01,13.77,0.117,42.17,76.03,10.39,0.872,45.17,1
79.91,7.56,0.036,28.26,72.77,2.29,0.65,71.0,0
93.26,5.13,0.068,32.58,80.19,2.6,0.903,91.62,1
53.82,3.63,-0.064,30.29,62.34,1.05,0.482,47.71,0
137.0,23.34,0.188,20.92,88.95,7.13,0.917,121.56,1
113.24,14.95,0.081,28.49,69.59,6.62,0.855,147.03,1
71.25,6.41,-0.057,31.77,72.12,1.67,0.696,83.64,0
81.91,14.28,0.035,33.39,93.34,3.29,0.774,74.87,1
78.21,8.56,0.101,38.31,77.38,6.69,0.908,78.77,1
87.83,6.74,0.031,25.9,65.99,2.51,0.61,109.41,0
41.43,2.08,-0.098,34.33,50.2,2.23,0.411,39.95,0
77.69,10.48,0.033,37.26,88.47,3.88,0.883,80.98,1
78.43,5.51,0.006,40.38,79.18,3.06,0.932,76.98,1
97.32,14.57,0.144,30.18,71.83,8.24,0.852,105.95,1
92.45,5.3,0.07,29.61,68.21,4.66,0.876,89.17,1
127.82,19.81,0.2,23.93,73.58,3.91,0.903,132.42,1
117.66,16.5,0.105,22.12,83.87,5.61,0.755,106.02,1
94.1,17.69,0.194,29.79,70.26,4.32,0.776,120.28,1
124.77,12.28,0.27,22.57,65.19,3.95,0.872,141.63,1
95.17,6.74,0.012,35.24,69.14,2.18,0.898,94.23,1
39.67,1.79,-0.086,39.73,48.31,0.88,0.473,35.64,0
45.58,3.23,-0.002,34.06,50.27,1.53,0.432,48.35,0
66.04,12.52,0.053,38.15,78.69,7.99,0.687,52.0,1
90.4,12.97,0.087,31.39,84.97,4.23,0.902,126.84,1
71.46,11.61,0.126,42.61,94.03,4.07,0.87,75.83,1
69.03,6.23,0.0,37.85,67.26,3.21,0.742,83.75,0
47.99,3.73,-0.09,29.8,48.02,1.66,0.41,45.87,0
44.85,1.81,-0.166,43.06,52.24,1.76,0.543,42.07,0
68.85,7.38,-0.02,30.59,72.92,3.61,0.663,50.28,0
114.44,12.53,0.134,27.27,82.44,6.87,0.91,131.35,1
81.58,3.9,0.003,34.16,60.82,3.42,0.816,83.65,0
63.43,9.68,-0.006,47.97,67.2,5.31,0.852,50.74,0
147.08,18.49,0.185,22.12,76.2,3.99,0.864,142.13,1
56.05,6.93,-0.078,41.52,59.23,2.76,0.642,65.56,0
72.57,4.51,0.02,47.68,68.77,2.77,0.925,70.17,0
71.66,11.42,0.104,38.83,84.2,10.12,0.871,80.74,1
86.38,7.14,-0.071,32.38,60.44,1.43,0.792,78.91,0
85.94,17.93,0.195,33.15,71.62,3.82,0.874,95.63,1
122.44,15.05,0.135,24.11,71.56,6.28,0.925,119.44,1
134.08,12.73,0.276,24.77,74.8,3.35,0.953,139.25,1
53.97,1.76,-0.066,37.88,61.06,2.13,0.554,52.35,0
138.44,22.28,0.225,23.08,65.27,4.42,0.979,160.31,1
70.49,5.34,0.056,38.24,77.61,4.43,0.832,76.14,1
80.49,7.38,0.053,36.76,66.63,3.74,0.812,69.54,1
95.79,4.07,0.095,30.95,78.57,2.45,0.886,93.12,1
135.55,26.28,0.151,21.88,83.31,9.83,0.914,106.27,1
70.36,6.93,0.048,44.74,67.98,2.87,0.837,84.23,0
59.66,5.45,-0.087,32.17,64.37,2.32,0.608,47.37,0
104.38,17.93,0.147,27.84,84.37,6.83,0.856,94.5,1
70.48,4.4,-0.071,33.35,57.62,3.16,0.694,71.07,0
48.28,1.59,-0.152,33.54,64.75,0.78,0.496,45.37,0
45.21,2.24,-0.121,33.41,63.04,1.98,0.426,45.65,0
54.97,2.03,-0.056,29.8,61.3,1.19,0.465,53.25,0
52.66,5.58,-0.038,48.22,74.02,2.56,0.748,58.23,0
51.36,1.41,-0.129,36.2,59.39,0.63,0.58,50.63,0
111.99,10.92,0.238,23.73,79.84,5.89,0.844,126.67,1
88.52,3.61,-0.054,30.19,67.37,3.55,0.779,90.44,0
51.45,7.28,-0.058,56.57,57.78,2.82,0.787,48.52,0
133.68,21.71,0.245,22.53,83.51,4.79,0.946,143.33,1
67.4,4.23,-0.045,51.46,75.05,3.25,0.936,60.79,0
68.16,14.8,0.119,36.42,92.87,5.17,0.737,61.85,1
58.44,4.19,0.065,39.15,63.55,2.69,0.617,58.4,0
89.91,6.77,0.075,26.81,74.26,3.18,0.773,105.18,0
43.77,2.09,-0.065,47.72,48.59,2.06,0.583,39.63,0
88.56,7.65,0.037,29.13,59.09,2.73,0.714,90.81,1
57.81,6.0,-0.04,38.18,59.0,1.52,0.602,58.62,0
60.34,4.42,0.073,35.63,55.19,1.99,0.683,55.11,0
44.03,4.45,-0.095,47.34,56.46,1.36,0.579,44.15,0
36.83,1.36,-0.05,42.78,61.44,2.34,0.472,35.87,0
99.26,8.99,0.087,27.67,78.13,2.93,0.856,128.67,1
87.77,3.1,0.074,23.88,71.39,1.97,0.633,90.8,0
63.92,6.29,-0.097,35.04,56.99,2.37,0.614,51.52,0
95.53,5.47,0.036,33.38,69.91,3.43,0.928,98.73,0
68.31,6.9,0.074,32.2,85.07,5.69,0.716,61.25,1
51.34,2.54,-0.045,33.07,51.8,2.21,0.497,49.35,0
114.16,17.02,0.214,25.33,78.53,10.28,0.783,143.17,1
118.21,11.25,0.216,22.0,77.27,4.22,0.786,139.0,1
38.02,2.3,-0.067,33.55,61.61,2.45,0.397,41.48,0
119.35,17.91,0.235,27.85,65.4,5.16,0.887,94.9,1
158.45,21.03,0.229,21.58,84.49,5.76,0.923,116.48,1
52.48,3.94,-0.122,28.12,61.31,1.16,0.426,53.47,0
54.42,7.15,0.008,38.79,65.84,1.99,0.641,49.68,0
79.33,7.82,0.218,30.5,81.92,8.36,0.686,96.6,1
97.82,11.91,0.038,28.55,86.48,2.6,0.831,82.33,0
67.34,5.34,0.027,35.26,61.31,1.37,0.668,55.59,0
78.21,5.69,-0.016,29.77,67.73,3.05,0.712,83.8,0
55.63,3.78,0.015,51.32,63.19,1.67,0.792,60.57,0
60.62,4.64,-0.036,51.6,66.18,3.74,0.92,61.58,0
85.54,16.7,0.109,33.56,81.16,3.62,0.81,80.34,1
73.45,3.39,-0.054,27.97,61.3,3.65,0.621,75.5,0
82.48,6.6,0.019,38.96,70.03,4.2,0.956,82.71,1
101.6,5.99,0.031,24.93,94.23,5.03,0.731,97.04,1
46.71,4.55,-0.027,40.13,61.83,1.82,0.553,44.61,0
54.76,3.4,-0.072,45.09,64.77,3.16,0.655,57.24,0
84.87,10.18,0.103,29.14,90.28,2.53,0.808,75.4,1
154.74,24.07,0.276,20.02,70.44,5.04,0.972,179.19,1
92.25,9.33,0.078,29.49,77.9,2.34,0.881,88.74,1
99.82,4.58,0.078,33.06,79.06,4.86,0.887,109.82,1
42.45,4.8,-0.15,29.68,55.34,2.17,0.37,42.54,0
68.38,9.69,-0.041,46.53,70.18,3.75,0.946,76.5,0
66.87,6.15,-0.021,46.12,68.18,3.71,0.849,73.35,0
75.46,6.45,0.02,34.07,68.79,1.4,0.699,77.13,0
81.11,4.23,0.038,26.91,59.34,1.38,0.603,85.49,0
50.18,5.51,0.027,40.32,68.0,1.44,0.634,54.56,0
46.89,3.61,-0.151,27.24,51.48,1.05,0.396,51.0,0
67.52,6.88,0.029,28.99,55.98,3.66,0.628,58.86,0
55.93,3.11,0.013,43.68,74.74,3.68,0.728,50.79,0
56.1,3.69,-0.076,41.81,59.81,2.06,0.625,50.52,0
49.46,4.95,-0.106,29.7,53.52,0.95,0.464,39.72,0
128.19,13.68,0.182,23.26,72.04,3.38,0.885,126.69,1
119.16,11.29,0.229,26.5,84.18,6.66,0.893,127.45,1
99.63,14.62,0.145,30.18,93.3,5.16,0.875,102.16,1
110.83,17.73,0.193,27.44,75.48,6.68,0.815,79.2,1
65.97,8.98,0.075,46.43,75.97,3.28,0.934,75.15,1
35.21,4.33,-0.163,53.74,56.57,1.6,0.508,30.0,0
91.57,7.18,-0.046,30.44,75.42,4.82,0.826,89.7,1
97.73,16.0,0.184,28.94,78.42,6.01,0.788,107.99,1
73.88,14.51,0.106,40.82,83.59,3.83,0.834,77.54,1
88.28,4.24,0.032,29.0,81.93,5.14,0.832,95.68,0
46.05,3.62,-0.112,34.21,55.22,0.88,0.431,39.96,0
63.95,5.0,0.061,41.02,65.89,3.88,0.709,64.55,0
88.85,4.86,-0.033,26.15,57.29,3.27,0.643,80.74,0
118.45,15.73,0.121,20.99,84.75,4.86,0.757,124.23,1
80.74,16.89,0.249,32.56,82.66,5.06,0.765,102.87,1
86.59,7.87,-0.053,22.93,56.61,2.77,0.647,78.67,0
148.24,15.56,0.275,21.92,86.24,11.18,0.903,150.94,1
80.95,8.72,0.202,33.37,81.02,5.28,0.816,101.92,1
86.09,3.25,-0.006,23.42,64.37,3.68,0.607,84.74,0
58.31,3.52,0.007,30.93,49.76,1.04,0.539,58.36,0
68.85,7.78,-0.022,36.03,73.84,3.66,0.773,56.38,0
69.84,4.74,-0.028,33.43,71.53,2.47,0.679,78.08,0
56.05,6.06,-0.057,49.25,61.54,2.12,0.791,54.41,0
57.34,4.42,-0.025,40.99,65.5,2.88,0.678,49.87,0
55.06,6.8,0.053,41.07,63.14,2.6,0.657,64.71,0
76.38,3.21,0.03,27.19,64.37,3.52,0.614,77.98,0
130.58,14.39,0.269,23.24,82.05,4.37,0.919,142.45,1
59.64,3.09,-0.152,23.04,56.19,0.68,0.405,61.84,0
74.2,9.9,-0.023,45.94,66.52,4.57,0.903,68.87,0
92.77,7.33,0.023,33.79,80.91,5.46,0.937,90.11,1
142.23,25.75,0.278,24.24,91.99,9.47,0.966,141.24,1
44.77,4.37,-0.045,37.97,57.11,2.28,0.524,50.72,0
69.71,7.45,-0.038,33.54,72.77,2.5,0.681,63.96,0
144.97,18.87,0.248,19.7,96.71,10.74,0.893,169.16,1
119.23,15.55,0.174,28.51,77.77,5.13,0.941,152.63,1
101.69,15.03,0.184,26.82,85.86,9.57,0.747,78.7,1
71.7,4.86,0.026,34.92,71.72,3.1,0.705,73.62,0
58.69,7.92,0.052,41.64,61.6,2.7,0.774,48.71,0
89.89,11.49,0.082,32.3,96.01,2.88,0.8,93.27,1
118.54,12.48,0.133,27.54,73.1,6.49,0.949,124.27,1
78.41,11.45,0.209,37.2,74.31,6.82,0.912,78.8,1
110.36,14.57,0.113,23.29,70.24,5.03,0.801,113.04,1
72.95,7.57,-0.009,30.58,64.43,1.95,0.72,70.16,0
82.48,7.68,0.144,33.55,79.6,7.17,0.741,95.9,1
53.83,4.77,-0.055,51.14,72.05,2.82,0.801,43.69,0
87.23,7.66,0.074,24.82,58.21,3.09,0.628,96.11,0
83.75,8.84,0.014,34.5,72.37,3.6,0.836,80.92,0
64.22,9.95,-0.013,44.57,73.96,3.88,0.848,65.09,0
74.39,6.62,-0.095,32.69,72.68,1.25,0.726,84.83,0
58.16,2.41,-0.088,37.66,51.39,0.72,0.595,56.15,0
95.71,16.36,0.206,30.56,68.29,5.42,0.795,121.35,1
85.83,7.78,0.058,30.46,63.89,3.37,0.728,78.94,0
116.3,12.56,0.142,26.99,79.46,4.34,0.857,120.34,1
61.6,3.93,-0.027,46.15,74.31,3.47,0.761,52.76,0
93.12,8.03,0.096,29.7,73.26,3.75,0.856,99.7,1
83.6,6.66,0.017,34.39,65.29,3.83,0.871,78.1,0
38.3,3.03,-0.042,45.51,61.66,1.46,0.508,31.94,0
82.42,5.14,0.026,26.89,63.35,3.33,0.696,75.82,0
43.98,1.92,-0.064,47.13,61.37,1.29,0.55,41.14,0
49.85,2.6,-0.013,36.29,60.74,0.97,0.532,49.63,0
160.76,23.23,0.276,20.16,90.93,7.59,0.911,197.99,1
79.28,3.21,0.022,27.9,57.48,2.38,0.691,72.74,0
100.61,17.06,0.153,20.99,86.76,9.93,0.685,76.67,1
82.75,4.0,0.004,28.66,63.4,3.69,0.703,83.96,0
86.06,5.93,0.147,26.39,83.1,4.38,0.715,92.79,1
60.43,12.5,0.073,42.13,71.38,7.53,0.712,58.77,1
95.33,8.33,0.092,29.11,77.25,6.46,0.794,110.7,1
75.69,4.71,0.067,41.33,77.51,3.8,0.871,82.71,1
70.63,9.61,0.019,40.59,72.36,2.44,0.838,106.39,0
72.45,4.69,-0.087,37.05,70.47,3.55,0.808,70.2,0
120.05,13.62,0.162,24.42,84.97,3.2,0.868,149.59,1
84.87,10.91,0.147,29.16,84.11,8.16,0.71,95.64,1
167.61,23.52,0.208,17.49,94.61,11.21,0.935,181.13,1
44.62,4.1,-0.094,36.68,54.99,1.75,0.433,35.52,0
72.33,5.42,0.109,40.19,85.28,4.93,0.809,74.29,0
122.95,16.47,0.278,26.54,80.22,4.81,0.899,142.64,1
84.19,7.7,0.004,27.34,62.97,3.32,0.652,94.86,0
39.44,1.2,-0.043,36.26,56.49,2.02,0.413,37.54,0
90.44,10.04,0.053,26.8,84.74,5.95,0.714,81.51,1
113.37,16.49,0.167,24.99,71.28,6.25,0.87,110.89,1
108.47,10.95,0.161,26.82,76.59,9.73,0.778,114.33,1
36.03,4.68,-0.058,56.44,54.53,1.5,0.552,40.37,0
61.11,9.06,0.159,45.55,80.49,7.22,0.823,38.08,1
64.2,5.48,0.057,40.81,56.68,3.69,0.771,61.27,0
76.83,4.18,-0.021,25.4,58.03,1.46,0.604,78.51,0
54.0,6.46,-0.095,50.86,57.81,3.85,0.736,56.4,0
61.54,19.11,0.139,37.41,76.16,6.88,0.689,33.8,1
95.15,9.7,0.081,27.7,85.92,2.85,0.724,99.9,0
73.71,5.36,0.046,40.94,71.8,4.07,0.884,68.02,0
62.14,5.8,0.021,31.14,64.32,1.36,0.606,70.04,0
154.14,12.91,0.175,21.6,67.94,6.06,0.926,160.41,1
86.13,3.04,-0.061,28.15,68.41,3.7,0.782,89.99,0
61.96,13.68,0.154,39.38,74.92,9.7,0.718,97.06,1
94.32,6.05,-0.01,36.71,80.49,2.1,0.958,87.27,1
82.77,6.55,0.077,34.55,63.37,3.16,0.757,77.03,0
88.41,8.57,0.091,35.43,76.98,4.98,0.836,90.43,1
77.22,4.24,0.008,29.26,61.67,2.44,0.657,69.86,0
85.22,9.93,0.068,29.87,82.76,3.19,0.732,79.98,1
64.34,8.5,-0.004,48.42,77.14,3.14,0.953,69.14,1
70.95,3.4,-0.079,27.62,70.49,2.64,0.639,66.14,0
135.54,14.78,0.199,23.32,66.47,4.14,0.977,171.52,1
59.94,4.89,0.047,47.01,59.04,2.72,0.801,45.22,0
67.68,6.93,0.01,42.99,77.98,2.47,0.931,75.23,0
155.41,18.96,0.254,20.31,75.53,5.16,0.858,155.37,1
90.33,16.66,0.24,31.47,84.31,3.52,0.919,88.13,1
38.69,2.4,-0.014,55.12,51.18,1.78,0.573,35.68,0
132.89,16.89,0.204,23.56,65.35,6.98,0.907,135.21,1
93.68,17.55,0.106,30.35,81.74,4.54,0.782,66.13,0
80.31,6.21,0.066,33.87,58.62,3.44,0.772,82.23,0
51.72,4.33,-0.065,28.78,58.82,1.17,0.467,43.41,0
64.4,7.01,0.153,39.84,83.54,8.38,0.752,72.43,1
90.35,14.51,0.141,37.65,83.91,6.89,0.914,122.39,1
89.68,8.18,0.084,37.55,81.96,3.22,0.92,68.36,1
144.88,20.99,0.159,23.07,83.01,3.87,0.952,108.93,1
81.0,15.5,0.063,30.73,86.76,10.75,0.801,80.01,1
89.74,6.49,-0.071,20.66,58.43,3.55,0.603,94.24,0
73.44,6.91,0.034,28.78,72.85,1.84,0.611,67.6,0
75.77,3.84,0.076,32.51,56.15,3.82,0.707,78.39,0
102.56,5.33,0.063,25.88,83.23,4.97,0.794,115.95,1
41.82,1.01,-0.036,43.05,54.72,1.67,0.558,43.8,0
115.91,11.81,0.21,24.17,83.76,5.09,0.852,117.63,1
108.79,7.64,0.073,23.56,85.18,6.55,0.696,109.21,1
130.08,14.43,0.212,25.48,74.75,3.16,0.938,134.14,1
83.68,6.6,0.049,23.63,72.78,2.1,0.644,75.2,1
73.85,13.07,0.203,35.01,84.87,7.96,0.71,88.75,1
58.01,2.71,-0.107,33.3,57.0,1.9,0.551,56.54,0
70.77,19.12,0.093,38.36,75.12,8.09,0.827,67.82,1
53.7,3.23,-0.003,25.19,59.76,2.03,0.427,51.96,0
64.23,4.61,0.024,34.95,69.19,3.82,0.647,50.9,0
93.63,7.9,0.197,27.47,81.07,11.4,0.737,93.63,1
36.51,4.19,-0.173,45.65,48.39,2.24,0.525,41.63,0
70.57,5.99,-0.018,32.28,64.36,2.07,0.675,76.81,0
75.71,14.89,0.1,30.02,89.63,5.53,0.739,42.79,1
95.58,10.48,0.047,33.03,87.9,3.53,0.863,106.33,0
101.49,15.41,0.222,23.27,81.19,5.95,0.759,110.95,1
87.89,5.82,0.138,32.2,97.26,3.14,0.809,94.19,1
88.91,8.33,0.072,37.56,66.31,3.2,0.939,77.5,1
69.94,3.95,-0.001,33.06,62.8,3.47,0.69,65.08,0
87.54,6.31,0.052,28.04,62.58,2.54,0.768,99.36,0
61.68,6.89,0.061,38.18,64.3,1.44,0.759,57.6,0
140.46,12.08,0.278,20.15,81.96,5.14,0.897,113.74,1
109.88,15.1,0.17,28.32,69.49,6.12,0.837,108.78,1
96.09,5.71,0.048,30.51,75.14,3.46,0.895,94.13,0
61.94,8.47,0.062,45.39,75.94,2.85,0.914,62.77,1
125.34,13.33,0.111,26.47,81.09,6.67,0.895,149.76,1
86.8,7.54,-0.005,24.29,70.96,1.8,0.648,87.5,0
86.09,9.54,0.157,33.41,77.7,7.01,0.899,71.13,1
66.68,7.45,0.019,51.16,78.51,4.63,0.912,55.41,0
97.55,9.11,0.129,24.82,74.74,3.94,0.785,95.19,1
51.42,3.44,-0.038,31.59,49.94,1.15,0.515,52.63,0
120.08,16.44,0.274,24.8,81.02,4.06,0.927,138.69,1
149.2,20.92,0.223,20.11,76.27,5.94,0.922,175.73,1
85.44,13.46,0.199,39.48,75.4,5.21,0.92,83.8,1
101.25,12.31,0.094,27.92,91.74,5.57,0.765,100.59,1
133.24,24.71,0.222,21.21,65.52,5.26,0.903,109.81,1
102.55,12.53,0.094,24.82,96.36,3.51,0.786,97.18,1
55.73,3.13,-0.057,44.8,59.8,3.24,0.77,56.49,0
89.76,17.83,0.122,30.95,73.12,3.94,0.814,124.25,1
110.88,13.44,0.085,27.41,68.94,5.97,0.855,97.55,1
67.91,8.92,0.087,51.13,70.19,4.05,0.934,80.03,1
65.43,5.04,0.142,40.97,94.62,5.76,0.852,64.97,1
121.6,23.75,0.132,25.21,75.61,3.33,0.939,157.82,1
145.38,20.08,0.189,18.83,67.38,4.64,0.889,150.8,1
68.44,6.59,0.013,37.62,75.01,3.92,0.826,63.22,0
53.46,2.61,-0.166,31.39,49.21,2.35,0.542,54.18,0
